Likes and Reactions,Followed Accounts,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),DIY Crafts,Data Science,Digital Marketing,Eco-Friendly Living,Fashion Modelling,Fitness and Wellness,Gaming,Gardening,Gourmet Cooking,Investing and Finance,Music Production,Pet Care,Photography,Reading and Literature,Software Engineering,Travel and Adventure,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_Male,Location_Suburban,Location_Urban,Language_Hindi,Language_Mandarin,Language_Spanish,Education Level_High School,Education Level_Master,Education Level_PhD,Education Level_Technical,Device Usage_Mobile + Desktop,Device Usage_Mobile Only,Device Usage_Tablet,Income Level_100k+,Income Level_20k-40k,Income Level_40k-60k,Income Level_60k-80k,Income Level_80k-100k,Segment
5818,418,4.1,3.9,0.161,0.091,140,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,1
6101,421,1.8,6.4,0.099,0.033,166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
4667,213,3.4,2.2,0.019,0.05,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,1
9371,203,4.4,3.3,0.093,0.096,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1
2841,244,0.7,7.8,0.172,0.073,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,1
3120,215,4.2,7.9,0.168,0.075,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,3
6356,159,3.1,4.6,0.04,0.025,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,3
328,168,3.2,7.5,0.002,0.041,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2
8462,288,2.9,4.7,0.188,0.008,108,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2
394,313,4.4,3.0,0.027,0.061,80,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
4384,413,0.7,2.9,0.021,0.01,154,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
8717,390,1.7,7.5,0.001,0.084,20,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
6901,175,4.4,2.2,0.108,0.081,16,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,2
1018,320,3.9,5.1,0.126,0.053,79,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
598,77,0.6,4.9,0.159,0.014,133,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
2909,472,2.8,6.2,0.074,0.003,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0
5061,97,2.9,4.5,0.178,0.08,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,3
9117,226,2.3,2.9,0.042,0.06,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1
3879,10,1.8,2.2,0.208,0.071,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
2218,144,3.6,5.3,0.143,0.03,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
6491,194,1.4,6.0,0.146,0.051,58,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,2
245,360,4.1,5.0,0.052,0.075,169,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,2
8042,149,4.1,6.2,0.019,0.046,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
4665,115,2.4,2.0,0.116,0.06,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,3
292,142,1.8,7.2,0.154,0.079,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,2
5287,117,1.8,5.1,0.024,0.022,83,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
6737,187,2.7,1.9,0.238,0.007,95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
8343,307,3.7,4.2,0.245,0.053,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1
2510,367,2.1,6.9,0.136,0.006,163,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
1920,389,3.2,7.3,0.238,0.077,107,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
3064,405,2.2,2.9,0.045,0.072,115,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2621,368,1.9,6.0,0.006,0.088,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
2668,155,0.6,1.7,0.01,0.064,86,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1
5982,459,0.5,1.2,0.147,0.007,136,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
1967,83,1.5,4.9,0.015,0.025,26,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1
7565,472,2.3,5.9,0.24,0.081,135,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
7702,487,4.3,6.6,0.035,0.017,83,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
3299,117,4.1,3.4,0.076,0.07,103,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2
6203,131,1.7,1.0,0.206,0.078,179,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,3
340,26,1.6,4.4,0.055,0.033,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3
3540,205,1.5,1.1,0.061,0.032,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,0
4731,336,2.0,1.6,0.161,0.056,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
9699,327,2.7,3.3,0.069,0.086,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1
8374,306,2.5,4.1,0.054,0.022,140,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2
5177,488,1.5,3.0,0.064,0.094,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
3868,261,1.1,5.1,0.123,0.06,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,2
9242,496,0.6,1.4,0.242,0.099,142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,3
8095,128,1.2,2.0,0.208,0.009,46,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
8902,171,3.7,5.9,0.071,0.013,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
6529,207,1.6,2.0,0.091,0.083,158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
3705,495,2.6,5.5,0.116,0.086,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
2273,54,3.2,1.4,0.245,0.045,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1
9814,323,4.5,3.9,0.043,0.071,146,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0
6668,188,4.5,2.2,0.089,0.087,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
2701,391,3.9,1.8,0.182,0.004,167,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
2757,427,0.7,5.0,0.241,0.057,33,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,2
6180,53,3.1,7.5,0.039,0.085,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,2
7425,280,4.0,1.4,0.057,0.04,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
2259,87,0.6,4.0,0.056,0.03,86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,1
3930,335,3.0,6.0,0.005,0.08,48,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
8413,187,4.4,4.2,0.151,0.034,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
4468,366,2.6,6.6,0.168,0.0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1417,425,0.5,2.3,0.151,0.096,142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
4593,460,0.5,7.7,0.018,0.059,22,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
1330,12,2.4,3.7,0.017,0.082,26,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1
1233,223,1.2,3.4,0.053,0.083,87,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
7707,351,3.5,7.1,0.073,0.007,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1401,83,3.7,4.9,0.197,0.017,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1
2010,60,1.3,4.6,0.04,0.031,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,3
8182,76,4.5,6.1,0.011,0.032,65,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
8207,341,2.5,5.1,0.098,0.066,163,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
9797,102,1.1,2.1,0.104,0.062,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
8070,185,3.9,5.7,0.113,0.049,70,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
2016,154,4.1,1.9,0.207,0.021,151,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1
7096,16,3.4,6.6,0.025,0.038,57,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
2857,278,4.3,7.9,0.176,0.054,99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1
6564,385,3.8,3.6,0.084,0.047,154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2
278,331,4.5,4.1,0.077,0.013,27,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,3
9188,13,2.5,1.3,0.233,0.065,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,1
6462,147,3.9,1.1,0.062,0.007,158,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,2
9843,240,5.0,7.4,0.161,0.038,135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
8783,97,3.8,1.9,0.069,0.071,91,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
160,26,1.0,4.1,0.127,0.002,152,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,2
9369,61,2.8,6.7,0.197,0.057,129,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
6781,143,3.1,7.2,0.22,0.033,113,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2
2995,220,1.3,4.6,0.21,0.001,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
685,334,4.8,5.0,0.146,0.019,125,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,2
5923,489,1.3,5.7,0.062,0.094,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,0
634,467,1.3,7.7,0.165,0.052,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2
3562,402,4.6,5.2,0.177,0.1,22,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3
4111,228,2.6,4.9,0.003,0.052,173,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,3
3498,214,0.8,1.1,0.11,0.054,159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2
2255,220,3.2,1.6,0.211,0.039,147,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
6066,286,3.2,5.0,0.122,0.031,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,2
7429,33,0.8,7.6,0.078,0.025,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,3
7057,495,4.9,7.1,0.218,0.034,77,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
9296,13,2.9,7.9,0.039,0.046,139,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,2
5425,161,3.0,4.7,0.052,0.019,45,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0
8618,452,2.8,6.5,0.172,0.022,14,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
4803,492,3.2,6.9,0.088,0.027,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,1
2806,268,1.7,5.5,0.178,0.045,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
101,333,1.8,3.4,0.039,0.065,28,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
9325,366,2.8,4.3,0.063,0.086,82,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
8416,177,4.1,7.0,0.039,0.029,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1204,185,0.7,3.1,0.238,0.018,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2
1961,319,3.2,7.5,0.101,0.038,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,3
5369,300,4.1,2.6,0.084,0.089,28,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1
7043,488,1.2,6.2,0.004,0.001,159,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,1
8420,65,0.6,5.4,0.038,0.068,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,0
537,117,1.9,6.2,0.105,0.048,77,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
4946,482,3.1,4.1,0.017,0.016,111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1
3229,305,1.1,7.5,0.128,0.032,103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
9513,470,2.4,5.4,0.114,0.022,126,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
8181,333,3.0,3.0,0.192,0.088,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
1001,311,3.2,5.5,0.165,0.048,89,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1
5498,343,1.7,3.0,0.111,0.056,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
6778,150,2.3,3.1,0.056,0.059,83,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
5629,164,4.0,3.8,0.182,0.064,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6704,271,4.7,7.0,0.177,0.05,14,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4018,282,4.4,4.5,0.038,0.002,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,3
1167,429,3.0,5.8,0.229,0.033,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1
126,241,2.3,3.7,0.016,0.018,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
7037,250,2.0,2.8,0.014,0.068,56,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
7364,364,1.1,7.7,0.047,0.006,10,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,3
7218,346,1.0,5.2,0.227,0.056,134,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3
647,498,3.6,7.5,0.13,0.021,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1
8858,267,1.7,2.4,0.197,0.095,123,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0
8995,258,1.6,2.0,0.057,0.034,172,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2
5438,86,5.0,7.0,0.123,0.033,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3
3240,189,1.3,5.8,0.09,0.092,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1
8096,75,1.2,2.3,0.207,0.042,161,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1690,317,0.9,2.9,0.006,0.096,64,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
